Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-03-23,2999737,4073,6476.32,RHINO ASPHALT SOLUTIONS LIMITED,504429,Construction,ROAD CONSTRUCTION CONTRACTORS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-03-23,2999738,41222,872.45,WALLGATE LTD.,374805,Cleaning and Janitorial,HYGIENE & SANITARY APPLIANCE M
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-03-23,2999741,16419,550.00,HITACHI CAPITAL INVOICE FINANCE,430983,Financial Services,FACTORING SERVICES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-03-23,2999744,5768,637.50,A & W HELLIWELL & SONS LTD,202556,Unclassified Trade,FARMING - LIVESTOCK & OTHER AN
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-03-23,2999747,5771,1012.75,A & W HELLIWELL & SONS LTD,202556,Unclassified Trade,FARMING - LIVESTOCK & OTHER AN
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-03-23,2999749,5773,645.50,A & W HELLIWELL & SONS LTD,202556,Unclassified Trade,FARMING - LIVESTOCK & OTHER AN
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-03-23,2999750,5774,592.50,A & W HELLIWELL & SONS LTD,202556,Unclassified Trade,FARMING - LIVESTOCK & OTHER AN
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-03-23,2999751,1102/15900,908.00,HATHER PLANT HIRE LIMITED,493155,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-03-23,2999754,A15,555.00,CHRIS WHITE,493334,Transport,ROAD HAULAGE SERVICES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-03-23,2999755,C191,742.50,CHRIS WHITE,493334,Transport,ROAD HAULAGE SERVICES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-03-23,2999756,SC/PF6787,17898.56,PROTEK FENCING LIMITED,493113,Building Construction Materials,"FENCE, GATE & BARRIER SUPPLIER"
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-03-23,2999757,SC/PF6788,5460.09,PROTEK FENCING LIMITED,493113,Building Construction Materials,"FENCE, GATE & BARRIER SUPPLIER"
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-03-23,2999758,TL021112,6251.31,TYCO FIRE & INTEGRATED SOLUTIONS UK LTD,209192,Facilities Management,FIRE ALARM SYSTEMS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-03-23,2999759,WWB1002849,1492.90,SGS UNITED KINGDOM LTD.,208337,Environmental Services,"TESTING, INSPECTION & CALIBRAT"
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-03-23,2999760,1102/16301,908.00,HATHER PLANT HIRE LIMITED,493155,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-03-23,2999761,1102/16699,885.75,HATHER PLANT HIRE LIMITED,493155,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-03-23,2999763,1102/17487,1092.00,HATHER PLANT HIRE LIMITED,493155,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
AGENCY STAFF,5610,AGENCY STAFF - INVOICE,2011-03-23,2999769,CE0222137905C1,79936.67,REED,341818,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
COMMUNITY CENTRES LRYC,6030,REPAIRS AND MTCE - RESPONSIVE,2011-03-23,2999774,12965075510,1411.77,E.ON,479524,Utilities,ELECTRICITY COMPANIES
WOODLAND ESTATE,8260,WOODLAND DEVELOPMENT EXPENSES,2011-03-23,2999780,489,1080.00,SHEFFIELD TREE CARE,462546,Environmental Services,TREE WORK & FORESTRY SERVICES
CREATIVE SHEFF CO-BUS INV,8460,CONSULTANTS FEES,2011-03-23,2999783,6449,1692.00,QUBA NEW MEDIA LTD,321509,Facilities Management,WEB SITE DESIGN
PFI 2 UNITARY CHARGE,6150,ELECTRICITY,2011-03-23,3000179,27140569,1611.38,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-03-23,3000182,J353481 030411,4384.29,HARTWELL HOUSE,361785,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-23,3000183,J349293 030411,1098.48,4 FRANCE ROAD,362156,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-03-23,3000183,J349293 030411,1098.48,4 FRANCE ROAD,362156,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-23,3000184,J349348 030411,992.20,2-8 STALKER LEES COURT,362161,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-03-23,3000184,J349348 030411,992.20,2-8 STALKER LEES COURT,362161,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-23,3000185,J349349 030411,992.20,2-8 STALKER LEES COURT,362161,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-23,3000186,J349350 030411,779.59,2-8 STALKER LEES COURT,362161,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-23,3000187,J349290 030411,1494.88,2-8 STALKER LEES COURT,362161,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-23,3000188,J349351 030411,2056.00,DIMENSIONS (UK) LTD (SP),365809,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-23,3000189,J349433 030411,1347.52,212 SICEY AVENUE,492717,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-03-23,3000190,J349435 030411,894.56,1 BLACKBERRY FLATS,493437,Social Community Care,SHELTERED HOUSING
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-23,3000191,J349436 030411,894.56,37 HOLLINSEND ROAD,493438,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-23,3000192,J349296 030411,3082.68,759 GLEADLESS ROAD,361806,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-23,3000193,J349299 030411,4110.24,930 GLEADLESS ROAD,361807,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-23,3000194,J349286 030411,6649.16,15 COLLEY ROAD,361823,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-23,3000195,J349295 030411,1098.48,6 FRANCE ROAD,361876,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING ELDERLY,9210,CONTINUING NURSING CARE,2011-03-23,3000196,J349322 030411,20790.00,SCARSDALE GRANGE N.H,361915,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-03-23,3000196,J349322 030411,2920.00,SCARSDALE GRANGE N.H,361915,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-03-23,3000197,J353956 030411,2219.86,LOWER BOWSHAW VIEW NH,362101,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-23,3000198,J349289 030411,3401.76,261 HIGH GREAVE,362155,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-03-23,3000198,J349289 030411,2267.84,261 HIGH GREAVE,362155,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-23,3000199,J349347 030411,3295.44,4 FRANCE ROAD,362156,Social Community Care,DISABILITY & SPECIAL NEEDS - S
EAST SA - LAC,9280,CONTACT,2011-03-23,3000200,14105,710.00,LANGUAGE LINE LIMITED,471915,Human Resources,TRANSLATORS & INTERPRETERS
EAST SA - CIN S17,9280,CONTACT,2011-03-23,3000200,14105,958.75,LANGUAGE LINE LIMITED,471915,Human Resources,TRANSLATORS & INTERPRETERS
EAST SA - CIN S17,9270,CARELEAVERS INDEPENDENT LIVING,2011-03-23,3000200,14105,1498.40,LANGUAGE LINE LIMITED,471915,Human Resources,TRANSLATORS & INTERPRETERS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000216,19854,676.62,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000217,19868,2574.56,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING,9190,CITYWIDE SPOT,2011-03-23,3000218,19875,1908.84,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000219,19900,2877.08,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000220,19961,671.72,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000221,20012,1676.64,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000222,20037,2879.40,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000223,20048,1694.92,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000224,20051,647.40,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000225,20082,3267.64,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000226,20092,938.28,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000227,20094,1694.92,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000228,20137,2901.24,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000229,20138,902.08,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000230,20139,902.08,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-03-23,3000231,20140,821.92,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-03-23,3000232,20142,956.72,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000233,20143,902.08,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000234,20165,4244.76,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000235,20186,2264.64,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000236,2100062996,876.64,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-03-23,3000239,2100063001,1215.20,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-03-23,3000240,2100063002,2228.08,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-03-23,3000241,2100063003,713.80,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000242,2100063004,2220.84,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000244,2100063005,4720.08,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000245,2100063006,2773.84,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000246,2100063007,3322.64,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000247,2100063017,2973.27,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-03-23,3000248,2100063018,2195.20,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000249,2100063019,613.44,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000251,2100063022,1840.32,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000252,2100063023,4294.08,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000253,2100063026,805.16,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000254,210006320,2223.72,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-23,3000255,S1069,1854.28,BRAIN INJURY SUPPORT SERVICES LTD,387589,Social Community Care,HOME CARE SERVICES
PFI 2 UNITARY CHARGE,6150,ELECTRICITY,2011-03-23,3000272,27140365,1453.27,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
KS3 INCLUSION CENTRE,5350,SUPPLY STAFF BASIC PAY,2011-03-23,3000283,3413596,563.55,CAPITA EDUCATION RESOURCING,203721,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
YOUTH JUSTICE ISSP GRANT,7140,PUBLIC TRANSPORT COSTS,2011-03-23,3000286,SL0060592,1080.40,SYPTE,208757,Transport,BUS & COACH OPERATORS & STATIO
SCHOOL MEALS GRANT 5B,8440,FEE EXPENSES,2011-03-23,3000294,4536,2899.00,ELYGRA MARKETING SERVICES,549005,Facilities Management,MARKETING CONSULTANTS
PFI 4 - UNITARY CHARGE,6150,ELECTRICITY,2011-03-23,3000297,800656903/10,778.59,YORKSHIRE WATER PLC,295854,Utilities,WATER COMPANIES
FIRTH PARK LIBRARY,6150,ELECTRICITY,2011-03-23,3000307,27140452,2205.39,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2011-03-23,3000311,6745174,945.22,SHEFFIELD NEWSPAPERS LTD,208391,Education,NEWSPAPER & MAGAZINE PUBLISHER
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2011-03-23,3000312,6752158,693.16,SHEFFIELD NEWSPAPERS LTD,208391,Education,NEWSPAPER & MAGAZINE PUBLISHER
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2011-03-23,3000314,6752279,1041.21,SHEFFIELD NEWSPAPERS LTD,208391,Education,NEWSPAPER & MAGAZINE PUBLISHER
SHEFFIELD HOMES ACCOMODATION,6150,ELECTRICITY,2011-03-23,3000319,Q335-002,9697.45,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-03-23,3000337,SCC59,1523.50,H.R.SKIP HIRE,541284,Environmental Services,SKIP HIRE
CORPORATE MAIL,8570,POSTAGE & DELIVERY,2011-03-23,3000349,9033205194,7819.72,ROYAL MAIL GROUP PLC,295326,Mail Services,DELIVERY SERVICES
INVESTMENT IN COMMUNITIES2,8350,MISCELLANEOUS EXPENSES,2011-03-23,3000355,901064,500.00,LETHERBY & CHRISTOPHER,545125,Catering,CATERERS
SEVENFIELDS,8130,CATERING SUPPLIES,2011-03-23,3000389,16502504,867.38,DBC FOODSERVICE,409111,Catering,CATERING FOOD & DRINK SUPPLIER
ECO-BUSINESS PROGRAMME,8440,FEE EXPENSES,2011-03-23,3000392,5029995,2100.00,BTCV,408123,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PARKS OPERATIONS WEST,8060,MATERIALS AND SUPPLIES GENERAL,2011-03-23,3000416,916,1648.00,TINSLEY TREE PROJECT,387262,Unclassified Non Trade,COMMUNITY PROJECTS
INVESTMENT IN COMMUNITIES2,8350,MISCELLANEOUS EXPENSES,2011-03-23,3000450,N2125,1390.00,NIAGARA SPORTS & SOCIAL CLUB,446529,Human Resources,CONFERENCE SERVICES
KEY STAGE 4 - SPRING LANE,8490,EXAM FEES,2011-03-23,3000471,594171,2270.40,WJEC CBAC LTD,437369,Education,BOOKSELLERS
BANKWOOD CHILDRENS CENTRE,8350,MISCELLANEOUS EXPENSES,2011-03-23,3000493,278,2023.50,TOM MOORE LANDSCAPING,547319,Construction,LANDSCAPE CONTRACTORS & GARDEN
SHIREGREEN/BURNGREAVE,8050,FURNITURE PURCHASES,2011-03-23,3000512,36636,2837.00,SIS WORKSPACE LTD,466606,Construction,OFFICE REFURBISHMENT SERVICES
LOCALITY 1,5610,AGENCY STAFF,2011-03-23,3000521,1549882,653.24,ADVANTAGE HEALTHCARE GROUP LTD,457258,Human Resources,NURSING AGENCIES
FOOTBALL WORLD CUP BID,8460,CONSULTANTS FEES,2011-03-23,3000522,10-016,675.00,PODIUM PROJECTS UK LTD,487547,Consultancy,BUSINESS & MANAGEMENT CONSULTA
HLF - STONE TO STEEL,8180,GRANTS,2011-03-23,3000573,ERS INVOICE48890,19728.81,STEEL VALLEY PROJECT,386046,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
DECRIMINALISED PARKING,8470,LEGAL FEES,2011-03-23,3000577,ERS INVOICE48894,3000.00,TRAFFIC ENFORCEMENT CENTRE,448749,Unclassified Non Trade,COURTS
TRANSFORMATION FUND,8440,FEE EXPENSES,2011-03-23,3000578,ERS INVOICE48895,5500.00,ELLESMERE CHILDREN'S CENTRE,296344,Social Community Care,NURSERIES & CRECHES
SHORT BREAKS FUNDING FOR DISAB,9120,OTHER AGENCIES,2011-03-23,3000580,ERS INVOICE48897,5000.00,ASPERGERS CHILDREN & CARERS TOGETHER,450501,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SHORT BREAKS FUNDING FOR DISAB,9120,OTHER AGENCIES,2011-03-23,3000581,ERS INVOICE48898,4000.00,SHEFFIELD INFORMATION LINK,332794,Human Resources,INFORMATION SERVICES
SPLISH,8180,GRANTS,2011-03-23,3000582,ERS INVOICE48899,20000.00,ARBOURTHOURNE ACTIVE,480153,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
CA SMALL GRANT,9120,OTHER AGENCIES,2011-03-23,3000592,ERS INVOICE48909,602.00,WOODTHORPE DEVELOPMENT TRUST,419565,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
CA SMALL GRANT,9120,OTHER AGENCIES,2011-03-23,3000595,ERS INVOICE48912,500.00,THE SOURCE AT MEADOWHALL,350485,Human Resources,TRAINING CENTRES
SNIPS,8180,GRANTS,2011-03-23,3000599,ERS INVOICE48916,5000.00,DARNALL COMMUNITY NURSERY,515866,Unclassified Non Trade,"PLAYGROUPS, NURSERIES & CRECHE"
MINOR ADAPTATIONS,6020,REPAIRS AND MTCE - PROGRAMMED,2011-03-23,3000600,ERS INVOICE48917,658.00,NEIL MARRISON,459864,Construction,BUILDING SERVICES
POSITIVE ACTIVITIES FOR 8-13'S,9120,OTHER AGENCIES,2011-03-23,3000607,ERS INVOICE48926,2000.00,CREATIVE ACTION NETWORK,441639,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
STEP UP TO SOCIAL WORK,8440,FEE EXPENSES,2011-03-23,3000608,ERS INVOICE48927,1250.00,REDACTED PERSONAL DATA,540474,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
CLAIMS,8740,HIGHWAYS,2011-03-23,3000611,ERS INVOICE48931,2250.00,KH INJURY LAWYERS,206172,Legal Services,SOLICITORS
STEP UP TO SOCIAL WORK,8440,FEE EXPENSES,2011-03-23,3000612,ERS INVOICE48932,1250.00,REDACTED PERSONAL DATA,540470,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
STEP UP TO SOCIAL WORK,8440,FEE EXPENSES,2011-03-23,3000613,ERS INVOICE48933,1250.00,REDACTED PERSONAL DATA,540463,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
STEP UP TO SOCIAL WORK,8440,FEE EXPENSES,2011-03-23,3000614,ERS INVOICE48934,1250.00,REDACTED PERSONAL DATA,540475,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
STEP UP TO SOCIAL WORK,8440,FEE EXPENSES,2011-03-23,3000615,ERS INVOICE48935,1250.00,REDACTED PERSONAL DATA,540472,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
STEP UP TO SOCIAL WORK,8440,FEE EXPENSES,2011-03-23,3000616,ERS INVOICE48936,1250.00,REDACTED PERSONAL DATA,540467,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
STEP UP TO SOCIAL WORK,8440,FEE EXPENSES,2011-03-23,3000617,ERS INVOICE48937,1250.00,REDACTED PERSONAL DATA,540469,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
STEP UP TO SOCIAL WORK,8440,FEE EXPENSES,2011-03-23,3000618,ERS INVOICE48938,1250.00,REDACTED PERSONAL DATA,540465,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SMALL GRANTS,8180,GRANTS,2011-03-23,3000991,ERS INVOICE48939,2964.00,LAUNCH PAD PROJECT,509862,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SMALL GRANTS,8180,GRANTS,2011-03-23,3000993,ERS INVOICE48941,1000.00,REDACTED PERSONAL DATA,386030,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SMALL GRANTS,8180,GRANTS,2011-03-23,3000994,ERS INVOICE48942,3452.00,JEEVAN PROJECT,412561,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
CORPORATE COMPLAINTS UNIT,8460,CONSULTANTS FEES,2011-03-23,3001000,ERS INVOICE48948,557.11,JOHN FARRAR,505273,Consultancy,BUSINESS & MANAGEMENT CONSULTA
POSITIVE ACTIVITIES FOR 8-13'S,9120,OTHER AGENCIES,2011-03-23,3001025,ERS INVOICE48973,700.00,NORFOLK HERITAGE PARK MAJORETTES,522709,Construction,PARKS & GARDENS
POSITIVE ACTIVITIES FOR 8-13'S,9120,OTHER AGENCIES,2011-03-23,3001029,ERS INVOICE48977,2000.00,BRADFIELD VILLAGE FELLOWSHIP BOWLING CLU,549299,Leisure Services,"CLUBS & ASSOCIATIONS - SOCIAL,"
INVESTMENT IN COMMUNITIES2,8560,TPB CENTRAL,2011-03-23,3001030,ERS INVOICE48978,4470.00,ARBOURTHORNE ANTICS,510558,Leisure Services,"HEALTH CLUBS, GYMNASIUMS & BEA"
INVESTMENT IN COMMUNITIES2,9120,OTHER AGENCIES,2011-03-23,3001031,ERS INVOICE48979,650.00,STOCKSBRIDGE & UPPER DON TARA,297034,Unclassified Non Trade,COMMUNITY PROJECTS
INVESTMENT IN COMMUNITIES2,9120,OTHER AGENCIES,2011-03-23,3001033,ERS INVOICE48981,2400.00,STOCKSBRIDGE & UPPER DON TARA,297034,Unclassified Non Trade,COMMUNITY PROJECTS
INVESTMENT IN COMMUNITIES2,9120,OTHER AGENCIES,2011-03-23,3001034,ERS INVOICE48982,1000.00,ST BARTHOLOMEW'S CHURCH CENTRE,296995,Unclassified Non Trade,PLACES OF WORSHIP
INVESTMENT IN COMMUNITIES2,9120,OTHER AGENCIES,2011-03-23,3001035,ERS INVOICE48983,2400.00,WALKLEY COMMUNITY FORUM,489081,Unclassified Non Trade,COMMUNITY NETWORKS
INVESTMENT IN COMMUNITIES2,8560,TPB NORTH WEST,2011-03-23,3001037,ERS INVOICE48985,9937.40,ZEST,507419,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
INVESTMENT IN COMMUNITIES2,8560,TPB NORTH WEST,2011-03-23,3001038,ERS INVOICE48986,7840.00,WINN GARDENS TARA,502786,Unclassified Non Trade,COMMUNITY PROJECTS
INVESTMENT IN COMMUNITIES2,8560,TPB NORTH,2011-03-23,3001039,ERS INVOICE48987,15220.00,NORTH SHEFFIELD AREA TARA,542224,Unclassified Non Trade,COMMUNITY PROJECTS
CULTURAL DIRECTOR,8270,SUBSCRIPTIONS,2011-03-24,2998352,527559,522.00,LOCAL GOVERNMENT CHRONICLE,296253,Education,NEWSPAPER & MAGAZINE PUBLISHER
