Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2011-06-21,3061615,J380379 240711,2715.56,REDACTED PERSONAL DATA,444602,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2011-06-21,3061619,J381262 240711,674.68,REDACTED PERSONAL DATA,531458,Social Community Care,CAREFIRST DIRECT PAYMENTS
PHYSICAL DISABILITIES PURCHASI,9190,DIRECT PAYMENTS,2011-06-21,3061620,J381263 240711,524.80,REDACTED PERSONAL DATA,531460,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2011-06-21,3061622,J381265 240711,640.28,REDACTED PERSONAL DATA,531505,Social Community Care,CAREFIRST DIRECT PAYMENTS
PHYSICAL DISABILITIES PURCHASI,9190,DIRECT PAYMENTS,2011-06-21,3061623,J381266 240711,583.60,REDACTED PERSONAL DATA,531963,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2011-06-21,3061626,J380380 240711,530.04,REDACTED PERSONAL DATA,438799,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2011-06-21,3061627,J381269 240711,1241.72,REDACTED PERSONAL DATA,532436,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2011-06-21,3061629,J381271 240711,509.80,REDACTED PERSONAL DATA,532779,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2011-06-21,3061630,J381272 240711,549.24,REDACTED PERSONAL DATA,532876,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2011-06-21,3061633,J381275 240711,1146.24,REDACTED PERSONAL DATA,533304,Social Community Care,CAREFIRST DIRECT PAYMENTS
PHYSICAL DISABILITIES PURCHASI,9190,DIRECT PAYMENTS,2011-06-21,3061635,J381277 240711,529.92,REDACTED PERSONAL DATA,533355,Social Community Care,CAREFIRST DIRECT PAYMENTS
PHYSICAL DISABILITIES PURCHASI,9190,DIRECT PAYMENTS,2011-06-21,3061636,J381278 240711,2757.60,REDACTED PERSONAL DATA,533360,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2011-06-21,3061637,J380381 240711,575.60,REDACTED PERSONAL DATA,459428,Social Community Care,CAREFIRST DIRECT PAYMENTS
PHYSICAL DISABILITIES PURCHASI,9190,DIRECT PAYMENTS,2011-06-21,3061640,J381281 240711,1595.00,REDACTED PERSONAL DATA,533380,Social Community Care,CAREFIRST DIRECT PAYMENTS
PHYSICAL DISABILITIES PURCHASI,9190,DIRECT PAYMENTS,2011-06-21,3061641,J381282 240711,1009.28,REDACTED PERSONAL DATA,533487,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2011-06-21,3061649,J381834,707.20,REDACTED PERSONAL DATA,445259,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2011-06-21,3061650,J381834,798.84,REDACTED PERSONAL DATA,474996,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2011-06-21,3061652,J381834,1536.40,REDACTED PERSONAL DATA,493753,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2011-06-21,3061653,J381834,1198.88,REDACTED PERSONAL DATA,509426,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2011-06-21,3061654,J381834,540.00,REDACTED PERSONAL DATA,518481,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2011-06-21,3061655,J381834,540.56,REDACTED PERSONAL DATA,531504,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2011-06-21,3061656,J381834,1570.95,REDACTED PERSONAL DATA,535407,Social Community Care,CAREFIRST DIRECT PAYMENTS
PHYSICAL DISABILITIES PURCHASI,9190,DIRECT PAYMENTS,2011-06-21,3061657,J381834,621.04,REDACTED PERSONAL DATA,539025,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2011-06-21,3061658,J381834,5827.80,REDACTED PERSONAL DATA,542347,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2011-06-21,3061661,J381834,3632.82,A4E,547567,Human Resources,TRAINING SERVICES
PURCHASING,9190,DIRECT PAYMENTS,2011-06-21,3061662,J381834,514.60,REDACTED PERSONAL DATA,551016,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2011-06-21,3061667,J381834,524.37,REDACTED PERSONAL DATA,552744,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2011-06-21,3061670,J381834,539.76,REDACTED PERSONAL DATA,552751,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2011-06-21,3061673,J381834,1358.88,REDACTED PERSONAL DATA,553041,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2011-06-21,3061674,J381834,635.48,REDACTED PERSONAL DATA,553044,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2011-06-21,3061675,J381834,890.28,REDACTED PERSONAL DATA,553047,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2011-06-21,3061677,J381834,924.08,REDACTED PERSONAL DATA,553049,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2011-06-21,3061678,J381834,513.84,REDACTED PERSONAL DATA,553050,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2011-06-21,3061680,J381834,3231.97,REDACTED PERSONAL DATA,553075,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2011-06-21,3061683,J381834,796.96,REDACTED PERSONAL DATA,553089,Social Community Care,CAREFIRST DIRECT PAYMENTS
PHYSICAL DISABILITIES PURCHASI,9190,DIRECT PAYMENTS,2011-06-21,3061689,J381834,1489.83,REDACTED PERSONAL DATA,553236,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2011-06-21,3061690,J381834,1847.16,REDACTED PERSONAL DATA,553240,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2011-06-21,3061691,J381834,3713.04,REDACTED PERSONAL DATA,553247,Social Community Care,CAREFIRST DIRECT PAYMENTS
PHYSICAL DISABILITIES PURCHASI,9190,DIRECT PAYMENTS,2011-06-21,3061693,J381834,1755.40,REDACTED PERSONAL DATA,553493,Social Community Care,CAREFIRST DIRECT PAYMENTS
NORTH SA - CIN S17,9270,CARELEAVERS INDEPENDENT LIVING,2011-06-21,3060128,18335,1100.50,SUTTON STAFF AGENCY LTD.,301604,Human Resources,EMPLOYMENT & RECRUITMENT AGENCIES
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-06-21,3060105,J374317 260611,2556.84,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-06-21,3060106,J374318 260611,2720.68,DARESBURY ROAD,362153,Unclassified Non Trade,HOSPITALS
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-06-21,3060106,J374318 260611,1179.52,DARESBURY ROAD,362153,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2011-06-21,3060108,J374340 260611,14510.56,WALKLEY LODGE,412186,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-06-21,3060109,J374356 260611,2861.80,146 WENSLEY STREET,461550,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9210,CONTINUING NURSING CARE,2011-06-21,3060110,J374363 260611,8738.90,FAIRBURN HEALTHCARE (VALE) LTD,453402,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9210,CONTINUING NURSING CARE,2011-06-21,3060111,J381990 260611,6399.00,WESTBOURNE HOUSE,362111,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-06-21,3060112,J374387 260611,2021.12,31 ANGLETON AVENUE,492722,Social Community Care,SHELTERED HOUSING
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-06-21,3060113,J374390 260611,4771.04,51 VIKINGLEA DRIVE,492715,Social Community Care,SHELTERED HOUSING
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-06-21,3060113,J374390 260611,2498.32,51 VIKINGLEA DRIVE,492715,Social Community Care,SHELTERED HOUSING
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-06-21,3060114,J374411 260611,2048.00,SOUTHWOOD LODGE,532117,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2011-06-21,3060115,J365167 290511,14510.56,WALKLEY LODGE,412186,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-06-21,3060116,J374126 260611,5781.28,ABBEYFIELD / SCOTT ROAD,362162,Unclassified Non Trade,HOSPITALS
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-06-21,3060117,J374216 260611,6304.00,ATHORPE LODGE,361941,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9210,CONTINUING NURSING CARE,2011-06-21,3060117,J374216 260611,1536.00,ATHORPE LODGE,361941,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-06-21,3060118,J374263 260611,1388.00,AUTUMN GRANGE,361935,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9210,CONTINUING NURSING CARE,2011-06-21,3060118,J374263 260611,1474.56,AUTUMN GRANGE,361935,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9200,SHORT TERM RESIDENTIAL CARE,2011-06-21,3060119,J381885 290511,718.72,HAYTHORNE PLACE,362099,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,SHORT TERM RESIDENTIAL CARE,2011-06-21,3060121,J376222 290511,2480.29,ASH HOUSE RESIDENTIAL HOME,361901,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,SHORT TERM RESIDENTIAL CARE,2011-06-21,3060122,J378425 290511,850.00,SHIREBROOK FIELDS,362105,Social Community Care,NURSING HOMES
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-06-21,3061695,J381887 290511,87987.20,SCC NEIGHBOURHOODS (SP),427208,Unclassified Non Trade,COMMUNITY PROJECTS
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-06-21,3061696,J381888 290511,104932.44,SCC COMMUNITY CARE (SP),427209,Social Community Care,SOCIAL SERVICES
SUPPORTING PEOPLE - LD POOL,9060,SUPPORTING PEOPLE PAYMENTS,2011-06-21,3061696,J381888 290511,101779.80,SCC COMMUNITY CARE (SP),427209,Social Community Care,SOCIAL SERVICES
LOCAL HOUSING COMPANY,1148,SURVEY COSTS,2011-06-22,3062214,56757,1534.95,RIDER LEVETT BUCKNALL UK LIMITED,393685,Consultancy,BUILDING CONSULTANTS
LOCAL HOUSING COMPANY,1148,SURVEY COSTS,2011-06-22,3062219,56761,5969.25,RIDER LEVETT BUCKNALL UK LIMITED,393685,Consultancy,BUILDING CONSULTANTS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062129,134204,1001.20,SMITH BROTHERS (CAER CONAN) LIMITED,493148,Utilities,ELECTRICAL DISTRIBUTION COMPAN
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062130,1458,630.00,DARTFORD METALCRAFTS,493126,Building Construction Materials,METAL WORKERS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062131,14772218,1423.58,BRADSTONE AND CHARCON,493137,Building Construction Materials,CONCRETE PRODUCTS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062133,154913RI,1342.80,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062134,154916RI,815.00,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062135,154950RI,1276.80,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062136,154951RI,960.00,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062137,155004RI,1116.00,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062140,2514,510.41,MOTUS TRAFFIC LIMITED,343110,Traffic Management,TRAFFIC MANAGEMENT SYSTEMS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062149,340616,504.00,INSTARMAC GROUP PLC,483173,Building Construction Materials,CONCRETE PRODUCTS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062150,340619,704.48,INSTARMAC GROUP PLC,483173,Building Construction Materials,CONCRETE PRODUCTS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062155,4247,937.80,PROBRUSH T/A NORTHERN MUNICIPAL SPARES,538000,Building Construction Materials,BRUSH MNFRS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062158,6296040,629.63,CARLTON FUELS,466741,Vehicles Not Buses,FUEL DEALERS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062163,7447,1994.30,GLEADLESS CIVIL ENGINEERING LTD,412782,Highway Equipment and Materials,PAVING & DRIVEWAY CONTRACTORS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062164,7449,1291.30,GLEADLESS CIVIL ENGINEERING LTD,412782,Highway Equipment and Materials,PAVING & DRIVEWAY CONTRACTORS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062165,7450,1291.30,GLEADLESS CIVIL ENGINEERING LTD,412782,Highway Equipment and Materials,PAVING & DRIVEWAY CONTRACTORS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062166,7451,2102.10,GLEADLESS CIVIL ENGINEERING LTD,412782,Highway Equipment and Materials,PAVING & DRIVEWAY CONTRACTORS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062169,8004,700.00,AMK FENCE-IN  LTD,202934,Construction,FENCING CONTRACTORS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062170,9026827545,524.72,TARMAC LTD,463393,Building Construction Materials,BUILDING BLOCK MNFRS & DISTRIB
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062171,9026827546,1549.73,TARMAC LTD,463393,Building Construction Materials,BUILDING BLOCK MNFRS & DISTRIB
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062172,9026838353,880.76,TARMAC LTD,463393,Building Construction Materials,BUILDING BLOCK MNFRS & DISTRIB
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3062179,V27676NR,33954.59,CEMEX UK MATERIALS LTD,385471,Building Construction Materials,CONCRETE & MORTAR READY MIXED
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3063907,21306,580.00,TECHNIDIAMANT,528611,Unclassified Trade,CUTTING SERVICES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3063909,43409,4940.00,"LANE, SHEPPARD & COMPANY",518138,Building Construction Materials,PAINTING & DECORATING SUPPLIES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-22,3063910,C3147/24/05/11,1420.17,RITCHIE MACKENZIE & CO LTD,525814,Building Construction Materials,"PUMPS - SALES, SERVICING & REP"
COMMUNITY ASSEMBLY SOUTH EAST,8180,GRANTS,2011-06-22,3062777,ERS INVOICE52546,1470.00,OWLTHORPE COMMUNITY FORUM,487598,Unclassified Non Trade,CLINICS - N.H.S.
INTENSIVE BUS SUPPORT PROG,8440,FEE EXPENSES,2011-06-22,3062779,ERS INVOICE52548,80658.89,SHEFFIELD ENTERPRISE AGENCY LTD,481146,Unclassified Non Trade,BUSINESS ENTERPRISE AGENCIES
INTENSIVE BUS SUPPORT PROG,8440,FEE EXPENSES,2011-06-22,3062780,ERS INVOICE52549,102066.00,VENTURE INTO BUSINESS & EDUCATION LTD.,361079,Human Resources,TRAINING SERVICES
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2011-06-22,3062781,ERS INVOICE52550,2225.00,CEC MORLEY,537729,Unclassified Non Trade,COURTS
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2011-06-22,3062784,ERS INVOICE52553,669.18,VERONICA WHITTAKER,542359,Social Community Care,SOCIAL SERVICES
KNUTTON ROAD,1157,DWELLINGS MAIN CONTRACT,2011-06-22,3062786,ERS INVOICE52555,434924.21,SOAR ENTERPRISES LTD,413073,Unclassified Non Trade,DEVELOPMENT AGENCIES
THORNBRIDGE OUTDOOR CENTRE,8440,FEE EXPENSES,2011-06-22,3062787,ERS INVOICE52556,535.00,DEBORAH LAUGHARNE,489447,Leisure Services,OUTDOOR PURSUIT ORGANISERS & E
CLAIMS,8740,HIGHWAYS,2011-06-22,3062790,ERS INVOICE52560,1624.35,REDACTED PERSONAL DATA,553921,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
CLAIMS,8740,PUBLIC LIABILITY,2011-06-22,3062791,ERS INVOICE52561,1000.00,REDACTED PERSONAL DATA,553920,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
CLAIMS,8740,PUBLIC LIABILITY,2011-06-22,3062794,ERS INVOICE52564,4000.00,PARKINSON WRIGHT LLP,548865,Legal Services,SOLICITORS
INCOME MANAGEMENT UNIT,4080,FEES & CHARGES,2011-06-22,3062808,ERS INVOICE52578,538.68,SHEFFIELD CREDIT UNION,400397,Financial Services,CREDIT UNIONS
DISABLED GRANTS,1165,NC&A OTHER,2011-06-22,3062962,ERS INVOICE52580,1711.00,STANNAH LIFT SERVICES LTD.,208625,Social Community Care,STAIRLIFTS - MNFRS & INSTALLER
DELEGATED BUDGETS,8470,LEGAL FEES,2011-06-22,3062963,ERS INVOICE52581,6650.00,SHEFFIELD LAW CENTRE,330170,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SCHOOL SUPPORT STAFF L&D,8440,FEE EXPENSES,2011-06-22,3062964,ERS INVOICE52582,1391.00,MR IAN FRANCE,510064,Human Resources,TRAINING SERVICES
BUS PASSES HARDSHIP FUND,9120,OTHER AGENCIES,2011-06-22,3034277,SL0060900,6951.00,SYPTE,208757,Transport,BUS & COACH OPERATORS & STATIO
MOORFOOT BUILDING,6030,REPAIRS AND MTCE - RESPONSIVE,2011-06-22,3035003,CE03238/10,2800.00,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
CHILDCARE VOUCHER SCHEME,5790,EMPLOYEE EXPENSES-INVOICED,2011-06-22,3045255,310079,689.97,FIDELTI LIMITED,552506,Social Community Care,CHILDCARE SERVICES
TRANSPORT FLEET PASSENGER SERV,8110,"CLOTHING, UNIFORM AND LAUNDRY",2011-06-22,3048794,20320,3358.10,THE STITCH FACTORY LTD,312364,Clothing,UNIFORMS & STAFF WEAR
MEMBERS ALLOWANCES,8410,GENERAL OFFICE EXPENSES,2011-06-22,3052111,12412,852.12,PETER HOUSLEY REMOVALS,207489,Transport,REMOVALS & STORAGE - HOUSEHOLD
COMMUNITY ASS - SOUTH,1194,OTHER FEES,2011-06-22,3052326,14670,3020.00,AXIOM TRAFFIC LIMITED,475904,Traffic Management,TRAFFIC MANAGEMENT SYSTEMS
CLAIMS,8490,OTHER PROFESSIONAL FEES,2011-06-22,3052929,Q67290,2179.07,QM COSTS,518667,Legal Services,LEGAL SERVICES
SHEFFIELD HOMES MANAGEMENT COS,8350,MISCELLANEOUS EXPENSES,2011-06-22,3053753,434,10297.85,SHEFFIELD HOMES LTD,503889,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
SHEFFIELD HOMES MANAGEMENT COS,8350,MISCELLANEOUS EXPENSES,2011-06-22,3053755,431,2577217.42,SHEFFIELD HOMES LTD,503889,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
SHEFFIELD HOMES MANAGEMENT COS,8350,MISCELLANEOUS EXPENSES,2011-06-22,3053756,435,25000.00,SHEFFIELD HOMES LTD,503889,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
SHEFFIELD HOMES MANAGEMENT COS,8350,MISCELLANEOUS EXPENSES,2011-06-22,3053757,432,193916.67,SHEFFIELD HOMES LTD,503889,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
SHEFFIELD HOMES MANAGEMENT COS,8350,MISCELLANEOUS EXPENSES,2011-06-22,3053759,436,139916.66,SHEFFIELD HOMES LTD,503889,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
SYFP & FC,8420,ADVERTISING AND PUBLICITY,2011-06-22,3054435,7077722,851.93,THE STAR,262789,Education,NEWSPAPER & MAGAZINE PUBLISHER
REPOSSESSION PREVENTION FUND,8490,OTHER PROFESSIONAL FEES,2011-06-22,3054467,312476,2836.88,HOWELLS SOLICITORS LLP,545844,Legal Services,SOLICITORS
MOORFOOT BUILDING,6020,REPAIRS AND MTCE - PROGRAMMED,2011-06-22,3055353,8520481363,715.40,VEOLIA ES (UK) LIMITED,341639,Environmental Services,WASTE DISPOSAL SERVICES
CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2011-06-22,3056166,1353590381,213046.00,PRICEWATERHOUSE COOPERS,320665,Financial Services,ACCOUNTANTS
CLAIMS,8470,LEGAL FEES,2011-06-22,3056965,5098,860.00,GREENWOODS SOLICITORS,530157,Legal Services,SOLICITORS
RANGERS (MANAGER),8060,MATERIALS AND SUPPLIES GENERAL,2011-06-22,3057566,31767,500.00,ABC AWARDS,552689,Education,EDUCATIONAL TRAINING PROVIDERS
RESOURCES EFFICIENCY NORTH,9120,OTHER AGENCIES,2011-06-22,3057740,1000143783,18982.95,HULL CITY COUNCIL,326308,Unclassified Non Trade,LOCAL GOVERNMENT
CONSTRUCTION CATEGORY TEAM,5750,TRAINING EXPENDITURE,2011-06-22,3057810,40708,3333.33,DEVELOPING IMPACT,550413,Human Resources,TRAINING CONSULTANTS
TOWN HALL,6020,REPAIRS AND MTCE - PROGRAMMED,2011-06-22,3058485,81,1053.00,ASSURED GATE SYSTEMS,319390,Building Construction Materials,GATE MNFRS - AUTOMATED
WOODLAND GATEWAY BUILDING,1174,INFR MAIN CONTRACT S FORCE,2011-06-22,3058495,JBT/138271,589.28,JOHN BODDY TIMBER LTD,550286,Building Construction Materials,"TIMBER MERCHANTS, IMPORTERS &"
CORPORATE COSTS,8490,OTHER PROFESSIONAL FEES,2011-06-22,3058510,57190400,3667.56,DLA PIPER UK LLP,204413,Legal Services,SOLICITORS
CLAIMS,8490,OTHER PROFESSIONAL FEES,2011-06-22,3058530,Q68236,895.29,QM COSTS,518667,Legal Services,LEGAL SERVICES
OLIVE GROVE WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2011-06-22,3058535,74752,7917.35,ATS EUROMASTER LTD,545966,Vehicles Not Buses,TYRE DEALERS
RESPONSIVE REPAIRS,6030,OTHER RESPONSIVE REPAIRS,2011-06-22,3058582,ISG/SERV/003/11,13898.92,TELSTAR SECURITY,299814,Facilities Management,SECURITY EQUIPMENT
CONTRACT PROVIDER 2010/11,9120,OTHER AGENCIES,2011-06-22,3058626,INV001156,1844.50,SHEFFIELD NORTH CITY LEARNING CENTRE,397078,Education,EDUCATIONAL SERVICES
RESOURCES EFFICIENCY NORTH,9120,OTHER AGENCIES,2011-06-22,3058635,69023008,8883.42,ST LEGER HOMES OF DONCASTER LTD,452708,Unclassified Non Trade,LOCAL GOVERNMENT
DECRIMINALISED PARKING,8440,FEE EXPENSES,2011-06-22,3059657,M/PA005704,517.20,CIVICA UK  LTD,444503,Consultancy,COMPUTER SYSTEMS & SOFTWARE (D
DECRIMINALISED PARKING,8440,FEE EXPENSES,2011-06-22,3059658,M/PA006111,618.60,CIVICA UK  LTD,444503,Consultancy,COMPUTER SYSTEMS & SOFTWARE (D
CASTLE MARKETS,6030,REPAIRS AND MTCE - RESPONSIVE,2011-06-22,3059708,20110629,758.00,COUNTING SOLUTIONS,401535,Unclassified Trade,ELECTRONIC EQUIPMENT - MNFRS &
SHEAF TRAINING,8490,EXAM FEES,2011-06-22,3059714,801885114,658.00,CITY & GUILDS,424267,Education,EXAMINATION BOARDS
FUTURE JOBS FUND,9120,OTHER AGENCIES,2011-06-22,3059735,362,10697.42,MEADOWHALL EDUCATION CENTRE,350033,Human Resources,TRAINING CENTRES
FUTURE JOBS FUND,9120,OTHER AGENCIES,2011-06-22,3059736,363,6887.38,MEADOWHALL EDUCATION CENTRE,350033,Human Resources,TRAINING CENTRES
MADE IN SHEFFIELD,8250,MARKETING EXPENSES,2011-06-22,3059776,MISRH,1250.00,NEWSCO INSIDER,318063,Education,NEWSPAPER & MAGAZINE PUBLISHER
ESTATE SERVICES,6090,TIPPING COSTS,2011-06-22,3059810,35163/1,1466.32,R FLETCHER WASTE DISPOSAL LTD,473104,Environmental Services,WASTE DISPOSAL SERVICES
MARKETING SHEFFIELD,8250,MARKETING EXPENSES,2011-06-22,3060044,2261,2190.00,FRONT IDEAS LTD,452985,Facilities Management,ADVERTISING - AGENCIES
CASTLE MARKETS,6090,WASTE DISPOSAL,2011-06-22,3060046,164,650.00,R L DEAR (WASTE MERCHANTS) LTD,360135,Environmental Services,WASTE MERCHANTS
