,,Directorate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,People,Childrens Social Care,DURHAM CONSTABULARY,0,3300.00,Rent Of Facilities
INSERTED DETAIL,,People,Childrens Social Care,DURHAM CONSTABULARY,0,2000.00,Rent Of Facilities
INSERTED DETAIL,,People,Childrens Social Care,ENTERPRISE RENT-A-CAR,0,560,Vehicle Hire
INSERTED DETAIL,,People,Childrens Social Care,ENTERPRISE RENT-A-CAR,0,560,Professional Fees & Consultancy
INSERTED DETAIL,,People,Childrens Social Care,ENTERPRISE TRAVEL LTD,3073047,1470.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,ENTERPRISE TRAVEL LTD,3073048,1109.08,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,ENTERPRISE TRAVEL LTD,3073048,1346.74,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,ENTERPRISE TRAVEL LTD,3073047,2205.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,ENTERPRISE TRAVEL LTD,3073047,1785.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,FIONA NOONE,3075699,1915.73,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,3074405,1713.99,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,3064840,3653.10,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,3076653,3441.00,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,3064844,3420.00,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,3073650,3441.00,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,3064839,3653.10,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,3064841,3653.10,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,3064843,3813.00,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,3064844,3534.00,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,3064843,3463.32,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,0,3120.00,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTER CARES LTD,3065189,816.75,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTER CARES LTD,3065190,780,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTER CARES LTD,3065189,816.75,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTER CARES LTD,3065190,780,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTER CARES LTD,3065190,780,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTER CARES LTD,3065189,816.75,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3076658,3071.17,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3076659,3232.68,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3076658,2345.12,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3076659,2502.72,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3067892,2945.00,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3070855,3542.68,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3069042,5143.52,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3067891,3100.00,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3076657,3119.76,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3064848,3125.42,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3064847,3365.67,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3064847,3257.10,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3064847,3365.67,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTERING SOLUTIONS LTD,3065192,3772.54,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FOSTERING SOLUTIONS LTD,3065192,3898.30,External Placements
INSERTED DETAIL,,People,Childrens Social Care,FUTURES FOR CHILDREN LTD,3069094,3232.99,External Placements
INSERTED DETAIL,,People,Childrens Social Care,GARNETTS LTD,3073054,2240.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,GARNETTS LTD,3073056,2128.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,GARNETTS LTD,3073055,2184.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,GARNETTS LTD,3073053,1932.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,GARNETTS LTD,3073052,2184.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,GARNETTS LTD,3073051,2114.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,GARNETTS LTD,3073050,1794.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,GARNETTS LTD,3073049,2119.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,GRIERSONS COACHES,3073057,1352.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,GRIERSONS COACHES,3073058,1372.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,HENNESSY LIVING GROUP LTD,3072817,15877.84,External Placements
INSERTED DETAIL,,People,Childrens Social Care,INDEPENDENT CHILDCRE GROUP OF SCHOOLS LTD,3077305,19707.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,INDEPENDENT CHILDCRE GROUP OF SCHOOLS LTD,3077305,19071.30,External Placements
INSERTED DETAIL,,People,Childrens Social Care,INDEPENDENT CHILDCRE GROUP OF SCHOOLS LTD,0,12666.67,Independent Placements
INSERTED DETAIL,,People,Childrens Social Care,INDEPENDENT CHILDCRE GROUP OF SCHOOLS LTD,0,12666.67,Independent Placements
INSERTED DETAIL,,People,Childrens Social Care,INDEPENDENT CHILDCRE GROUP OF SCHOOLS LTD,0,12666.67,Independent Placements
INSERTED DETAIL,,People,Childrens Social Care,INDEPENDENT CHILDCRE GROUP OF SCHOOLS LTD,0,12666.67,Independent Placements
INSERTED DETAIL,,People,Childrens Social Care,INDEPENDENT CHILDCRE GROUP OF SCHOOLS LTD,0,5066.67,External Placements
INSERTED DETAIL,,People,Childrens Social Care,INDEPENDENT CHILDCRE GROUP OF SCHOOLS LTD,0,1170.00,Independent Placements
INSERTED DETAIL,,People,Childrens Social Care,J & C COACHES LTD,3072987,1400.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,J & C COACHES LTD,3073059,1943.50,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,J & C COACHES LTD,3072985,1395.24,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,J & C COACHES LTD,3072984,1395.24,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,J & C COACHES LTD,3072986,1395.24,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,J & C COACHES LTD,3073062,1813.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,J & C COACHES LTD,3073063,1835.68,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,J & C COACHES LTD,3073061,1592.50,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,J & C COACHES LTD,3073060,1683.50,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,K P D SERVICES LTD,0,1964.35,Professional Fees & Consultancy
INSERTED DETAIL,,People,Childrens Social Care,LEICESTER CITY COUNCIL,0,9000.00,Adoption Allowance
INSERTED DETAIL,,People,Childrens Social Care,MIKE VENING,3073009,660.17,Professional Fees & Consultancy
INSERTED DETAIL,,People,Childrens Social Care,MIKE VENING,3073009,843.12,Professional Fees & Consultancy
INSERTED DETAIL,,People,Childrens Social Care,MIKE VENING,3073009,508.02,Professional Fees & Consultancy
INSERTED DETAIL,,People,Childrens Social Care,MRS H P BAGLEY,0,1439.85,Professional Fees & Consultancy
INSERTED DETAIL,,People,Childrens Social Care,NATIONAL YOUTH ADVOCACY SERVICE,3077611,1338.12,Consultancy Fees
INSERTED DETAIL,,People,Childrens Social Care,NATIONAL YOUTH ADVOCACY SERVICE,3077612,533.75,Consultancy Fees
INSERTED DETAIL,,People,Childrens Social Care,NORTH EAST AUTISM SOCIETY,0,24505.00,Other Supplies & Services
INSERTED DETAIL,,People,Childrens Social Care,NORTH EAST AUTISM SOCIETY,0,14755.00,Independent Placements
INSERTED DETAIL,,People,Childrens Social Care,NORTH EAST AUTISM SOCIETY,0,9880.00,Independent Placements
INSERTED DETAIL,,People,Childrens Social Care,NPOWER NORTHERN FINANCE,0,3214.89,Electricity
INSERTED DETAIL,,People,Childrens Social Care,OCR  (CAMBRIDGE & BIRMINGHAM),0,516.4,Exam Fees
INSERTED DETAIL,,People,Childrens Social Care,ONE AWARDS,0,3602.29,Exam Fees
INSERTED DETAIL,,People,Childrens Social Care,OUTDOOR-AMBITION LTD,0,5040.00,Professional Fees & Consultancy
INSERTED DETAIL,,People,Childrens Social Care,OUTDOOR-AMBITION LTD,0,3640.00,Professional Fees & Consultancy
INSERTED DETAIL,,People,Childrens Social Care,OVERLANDER MINI COACHES,3073064,1736.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,OVERLANDER MINI COACHES,3073065,1750.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,PATTISON COACH HIRE,3073066,1380.40,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,PATTISON COACH HIRE,0,1120.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,PEARTREE PROJECTS LTD,3065199,14048.40,External Placements
INSERTED DETAIL,,People,Childrens Social Care,PEARTREE PROJECTS LTD,3068285,14048.40,Independent Placements
INSERTED DETAIL,,People,Childrens Social Care,PEBBLES CARE,3076661,10514.28,External Placements
INSERTED DETAIL,,People,Childrens Social Care,PEBBLES CARE,3076661,14171.43,External Placements
INSERTED DETAIL,,People,Childrens Social Care,PHOENIX SOFTWARE LTD,3077127,922.84,Ict Software Purchase
INSERTED DETAIL,,People,Childrens Social Care,PHOENIX SOFTWARE LTD,3076271,1384.26,Ict Software Purchase
INSERTED DETAIL,,People,Childrens Social Care,PKR ASSOCIATES,0,1916.67,Professional Fees & Consultancy
INSERTED DETAIL,,People,Childrens Social Care,PONTVILLE SCHOOL,0,23299.00,Independent Placements
INSERTED DETAIL,,People,Childrens Social Care,PORTSMOUTH CITY COUNCIL,0,9000.00,Adoption Allowance
INSERTED DETAIL,,People,Childrens Social Care,REACH OUT CARE LIMITED NO 2 A/C,0,2742.88,External Placements
INSERTED DETAIL,,People,Childrens Social Care,REACH OUT CARE LIMITED NO 2 A/C,3065087,2608.65,External Placements
INSERTED DETAIL,,People,Childrens Social Care,REDCAR & CLEVELAND BOROUGH COUNCIL,3075603,2500.00,Adoption Allowance
INSERTED DETAIL,,People,Childrens Social Care,REGUS MANAGEMENT,0,1138.00,Rent Of Facilities
INSERTED DETAIL,,People,Childrens Social Care,REGUS MANAGEMENT,0,859,Rent Of Facilities
INSERTED DETAIL,,People,Childrens Social Care,REID STREET PRIMARY SCHOOL,3075299,1880.00,Materials
INSERTED DETAIL,,People,Childrens Social Care,S & R CARS LTD,3072972,850,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,S & R CARS LTD,3073042,981.12,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,S & R CARS LTD,3072971,1036.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,S & R CARS LTD,3072970,1084.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,S & R CARS LTD,3072968,1176.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,S & R CARS LTD,3072969,1344.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,S & R CARS LTD,3073307,976,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,S & R CARS LTD,3073402,1284.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,S & R CARS LTD,3073228,504,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,S & R CARS LTD,3073304,698,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,S & R CARS LTD,3073227,672,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,S & R CARS LTD,3073510,1510.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,S & R CARS LTD,3073306,700,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,S & R CARS LTD,3073305,924,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,S & R CARS LTD,3072967,920.4,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,SKERNE PARK ACADEMY,3077275,42173.49,Rent Of Facilities
INSERTED DETAIL,,People,Childrens Social Care,SOCIETE GENERALE EQUIPMENT FINANCE,0,1650.00,Leasing Charges
INSERTED DETAIL,,People,Childrens Social Care,SONYA WILLIAMSON,0,2475.00,Professional Fees & Consultancy
INSERTED DETAIL,,People,Childrens Social Care,SOUTH TYNESIDE MBC,0,2000.00,Other Supplies & Services
INSERTED DETAIL,,People,Childrens Social Care,SSAT (THE SCHOOLS NETWORK) LTD,3076738,4500.00,Events & Awards
INSERTED DETAIL,,People,Childrens Social Care,ST CUTHBERTS CARE,3077083,81900.00,External Placements
INSERTED DETAIL,,People,Childrens Social Care,ST CUTHBERTS CARE,3068229,2604.00,External Placements
INSERTED DETAIL,,People,Childrens Social Care,ST CUTHBERTS CARE,3068230,1771.43,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SUNNYSIDE ACADEMY,0,2769.00,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SUNNYSIDE ACADEMY,0,2769.00,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SUNNYSIDE ACADEMY,0,2769.00,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SUNNYSIDE ACADEMY,0,2769.00,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064918,814.17,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064918,814.17,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064918,814.17,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3065429,780.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3065429,780.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3072992,730.03,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3065429,780.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064920,771.33,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3070916,1200.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3070916,700,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3071205,780.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3070916,1200.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064919,857.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064920,771.33,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064919,857.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064920,771.33,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064920,771.33,External Placements
INSERTED DETAIL,,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064919,857.01,External Placements
INSERTED DETAIL,,People,Childrens Social Care,TALBOT HOUSE TRUST,0,9871.79,Independent Placements
INSERTED DETAIL,,People,Childrens Social Care,TALBOT HOUSE TRUST,0,38217.31,Independent Placements
INSERTED DETAIL,,People,Childrens Social Care,TEAM FOSTERING NORTH EAST,3072993,3321.43,External Placements
INSERTED DETAIL,,People,Childrens Social Care,TEAM FOSTERING NORTH EAST,3072993,3214.29,External Placements
INSERTED DETAIL,,People,Childrens Social Care,TEAM FOSTERING NORTH EAST,3065208,3681.90,External Placements
INSERTED DETAIL,,People,Childrens Social Care,TEAM FOSTERING NORTH EAST,3065209,3681.90,External Placements
INSERTED DETAIL,,People,Childrens Social Care,TEAM FOSTERING NORTH EAST,3065205,3774.60,External Placements
INSERTED DETAIL,,People,Childrens Social Care,TEAM FOSTERING NORTH EAST,3076665,2357.14,External Placements
INSERTED DETAIL,,People,Childrens Social Care,THE FEDERATION OF ABBEY SCHOOLS ACADEMY TRUST,3075270,1880.00,Materials
INSERTED DETAIL,,People,Childrens Social Care,THE FEDERATION OF ABBEY SCHOOLS ACADEMY TRUST,3076086,2000.00,Materials
INSERTED DETAIL,,People,Childrens Social Care,THE LEAVING CARE COMPANY,0,6833.33,Independent Living
INSERTED DETAIL,,People,Childrens Social Care,THE RIVER EDUCATION SERVICES,0,2035.40,Professional Fees & Consultancy
INSERTED DETAIL,,People,Childrens Social Care,THE RYDAL ACADEMY,0,5831.50,Rent Of Facilities
INSERTED DETAIL,,People,Childrens Social Care,THE SOCIAL RESOURCE CENTRE LIMITED,0,631.29,Independent Living
INSERTED DETAIL,,People,Childrens Social Care,THE YOUTH JUSTICE BOARD,0,1947.00,External Placements
INSERTED DETAIL,,People,Childrens Social Care,TOPOLI LEISURE LTD,3075134,1165.00,Childcare
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073631,976.5,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073326,1690.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073002,633.92,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073025,511,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073070,1120.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073565,1249.50,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073069,576.5,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073000,1281.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3073001,1260.00,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3072998,529.2,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3072997,553.84,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3072996,547.68,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,UNITED TAXIS LTD,3072995,940.8,Contract Hire
INSERTED DETAIL,,People,Childrens Social Care,WINGS EDUCATION LTD,0,17553.00,Independent Placements
INSERTED DETAIL,,People,Childrens Social Care,WINGS EDUCATION LTD,0,17553.00,Independent Placements
INSERTED DETAIL,,People,Childrens Social Care,WINGS EDUCATION LTD,0,37625.00,Independent Placements
INSERTED DETAIL,,People,Childrens Social Care,WINGS EDUCATION LTD,0,34456.58,Independent Placements
INSERTED DETAIL,,People,Childrens Social Care,WITHERSLACK CARE,0,70609.00,Independent Placements
INSERTED DETAIL,,People,Childrens Social Care,WR EDUCATION LTD,3077280,3150.00,Professional Fees & Consultancy
INSERTED DETAIL,,People,Childrens Social Care,WRIXON CARE,0,1265.86,External Placements
INSERTED DETAIL,,People,Childrens Social Care,XMA LIMITED,3076275,1165.50,Ict Hardware Purchase
INSERTED DETAIL,,People,Childrens Social Care,YOUNG FOUNDATION LTD,3076666,13728.57,External Placements
INSERTED DETAIL,,People,Childrens Social Care,YOUNG FOUNDATION LTD,3077092,13728.57,External Placements
INSERTED DETAIL,,People,Childrens Social Care,YOUNG FOUNDATION LTD,3077092,6642.86,External Placements
INSERTED DETAIL,,People,Childrens Social Care,YOUNG FOUNDATION LTD,3076666,2657.14,External Placements
INSERTED DETAIL,,People,Childrens Social Care,YOUNG FOUNDATION LTD,3076666,13728.57,External Placements
INSERTED DETAIL,,People,Development & Commissioning,700 CLUB,0,19580.44,Private Contractors
INSERTED DETAIL,,People,Development & Commissioning,ACTIVE DOCUMENTS LTD,3076770,1776.00,Materials
INSERTED DETAIL,,People,Development & Commissioning,COUNTY DURHAM & DARLINGTON FIRE & RESCUE SERVICE,0,6081.20,Community Care Support
INSERTED DETAIL,,People,Development & Commissioning,COUNTY DURHAM & DARLINGTON FIRE & RESCUE SERVICE,3075375,7297.44,Community Care Support
INSERTED DETAIL,,People,Development & Commissioning,CREATIVE SUPPORT LIMITED,0,7750.76,Private Contractors
INSERTED DETAIL,,People,Development & Commissioning,DARLINGTON YMCA FOYER,0,21386.56,Private Contractors
INSERTED DETAIL,,People,Development & Commissioning,DISC,0,30699.64,Private Contractors
INSERTED DETAIL,,People,Development & Commissioning,DISC,3072330,7500.00,Services For Carers
INSERTED DETAIL,,People,Development & Commissioning,DISC,3069896,7500.00,Services For Carers
INSERTED DETAIL,,People,Development & Commissioning,DISC,3069896,7500.00,Services For Carers
INSERTED DETAIL,,People,Development & Commissioning,DISC,3072330,7500.00,Services For Carers
INSERTED DETAIL,,People,Development & Commissioning,HEALTHWATCH DARLINGTON,3066432,10974.75,Other Supplies & Services
INSERTED DETAIL,,People,Development & Commissioning,KEYRING LIVING SUPPORT NETWORK,0,2532.44,Private Contractors
INSERTED DETAIL,,People,Development & Commissioning,MOTT MACDONALD,3077173,5109.70,Professional Fees & Consultancy
INSERTED DETAIL,,People,Development & Commissioning,MOTT MACDONALD,3076932,4317.50,Professional Fees & Consultancy
INSERTED DETAIL,,People,Development & Commissioning,NECA SERVICES LTD,3077045,1692.03,Contributions/Donations
INSERTED DETAIL,,People,Development & Commissioning,NECA SERVICES LTD,3066475,100781.25,Private Contractors
INSERTED DETAIL,,People,Development & Commissioning,WM MORRISON (D'TON) ENTERPRISE TRUST,3077036,2000.00,Hospitality & Room Hire
INSERTED DETAIL,,Contingencies,Contingencies,PSL SOLUTIONS LIMITED,0,1129.00,Consultancy Fees
INSERTED DETAIL,,Balance Sheet,Balance Sheet,ALARM,3074110,666,General Debits
INSERTED DETAIL,,Balance Sheet,Balance Sheet,HALFORDS,3075823,12491.67,General Debits
INSERTED DETAIL,,Balance Sheet,Balance Sheet,KIDDIVOUCHERS LTD,0,15991.70,General Debits
INSERTED DETAIL,,Balance Sheet,Balance Sheet,NORTHERN POWERGRID (NORTHEAST) LTD,3070215,1670.41,General Debits
INSERTED DETAIL,,Balance Sheet,Balance Sheet,NORTHERN POWERGRID (NORTHEAST) LTD,0,713,General Debits
INSERTED DETAIL,,Balance Sheet,Balance Sheet,NORTHERN POWERGRID LIMITED,0,2007.93,General Debits
INSERTED DETAIL,,Balance Sheet,Balance Sheet,PREMIER TRAFFIC MANAGEMENT,3076569,580,General Debits
INSERTED DETAIL,,Balance Sheet,Balance Sheet,ZURICH INSURANCE COMPANY,0,9616.48,General Debits
INSERTED DETAIL,,Bidra,Bidra,DISTINCT DARLINGTON LIMITED,3077204,8177.34,Other Establishments
INSERTED DETAIL,,Capital,Capital,BARR & WRAY LTD,3074141,7000.00,Furniture Equipment
INSERTED DETAIL,,Capital,Capital,BENFIELD VAN CENTRE (TEESIDE),3072537,28908.75,Vehicles
INSERTED DETAIL,,Capital,Capital,BENFIELD VAN CENTRE (TEESIDE),3072537,28908.75,Vehicles
INSERTED DETAIL,,Capital,Capital,BENFIELD VAN CENTRE (TEESIDE),3072537,28908.75,Vehicles
INSERTED DETAIL,,Capital,Capital,BENFIELD VAN CENTRE (TEESIDE),3072537,26601.00,Vehicles
INSERTED DETAIL,,Capital,Capital,BENFIELD VAN CENTRE (TEESIDE),3072537,26601.00,Vehicles
INSERTED DETAIL,,Capital,Capital,BENFIELD VAN CENTRE (TEESIDE),3072537,26321.00,Vehicles
INSERTED DETAIL,,Capital,Capital,BENFIELD VAN CENTRE (TEESIDE),3072537,24698.75,Vehicles
INSERTED DETAIL,,Capital,Capital,BENFIELD VAN CENTRE (TEESIDE),3072537,26321.00,Vehicles
INSERTED DETAIL,,Capital,Capital,COLOUR BOX,3076250,9777.72,Advertising
INSERTED DETAIL,,Capital,Capital,HIPPO LEISURE,3074264,14196.00,Furniture Equipment
INSERTED DETAIL,,Capital,Capital,HIPPO LEISURE,3074264,2304.00,Furniture Equipment
INSERTED DETAIL,,Capital,Capital,HIPPO LEISURE,3074264,9900.00,Furniture Equipment
INSERTED DETAIL,,Capital,Capital,MIDDLESBROUGH BOROUGH COUNCIL,3076933,2198.45,Traffic Signals
INSERTED DETAIL,,Capital,Capital,THEATRESEARCH LTD,3075229,4636.41,Consultants - Other
detail,,Capital,Capital,TODD MILBURN PARTNERSHIP LTD,3073597,870,Consultants - Other
